14.462597;0;0
0.01;11.460636;11.520438
0.5419999999999999;0.01;0.01
12.0251045;0.01;0.01
0.01291;0.4457500000000001;0.5073333333333335
0.4516666666666666;1;1
9.357689;9.524258;9.532123
0.01582;0.01291;0.01291
0.4552499999999999;0.01291;0.01291
8.045995;0.4354166666666666;0.44325000000000014
0.018729999999999997;2;2
0.5132500000000001;8.296281;8.221483
7.448904;0.01582;0.01582
0.02164;0.01582;0.01582
0.4848333333333332;0.5663333333333334;0.48550000000000004
6.751164;3;3
0.024549999999999995;7.234682;7.134506
0.5123333333333334;0.018729999999999997;0.018729999999999997
5.9981446;0.018729999999999997;0.018729999999999997
0.02746;0.46308333333333346;0.5354166666666664
0.5370833333333332;4;4
5.556053;6.5894055;6.6180058
0.030369999999999994;0.02164;0.02164
0.4942499999999998;0.02164;0.02164
5.0830154;0.498;0.5244166666666668
0.03328;5;5
0.5068333333333332;6.0671754;6.229108
4.7592773;0.024549999999999995;0.024549999999999995
0.03618999999999999;0.024549999999999995;0.024549999999999995
0.5777500000000001;0.46883333333333327;0.46908333333333346
4.4701777;6;6
0.039099999999999996;5.5265675;5.8003364
0.4358333333333333;0.02746;0.02746
4.1648436;0.02746;0.02746
0.04201;0.4909999999999997;0.5110833333333332
0.4629166666666668;7;7
3.9208143;5.105192;5.362277
0.044919999999999995;0.030369999999999994;0.030369999999999994
0.5274999999999999;0.030369999999999994;0.030369999999999994
3.701698;0.5397500000000002;0.5494166666666668
0.04782999999999999;8;8
0.5010833333333334;4.8613725;5.0651336
3.5690541;0.03328;0.03328
0.05073999999999999;0.03328;0.03328
0.4765;0.41691666666666655;0.5575833333333333
3.4248142;9;9
0.053649999999999996;4.5589213;4.6548705
0.5103333333333334;0.03618999999999999;0.03618999999999999
3.2515962;0.03618999999999999;0.03618999999999999
0.05655999999999999;0.49658333333333354;0.5255833333333334
0.4641666666666666;10;10
3.1282852;4.294399;4.330626
0.05946999999999999;0.039099999999999996;0.039099999999999996
0.4005833333333334;0.039099999999999996;0.039099999999999996
3.0202732;0.49233333333333323;0.5205833333333332
0.06237999999999999;11;11
0.3701666666666668;4.018517;4.1254816
2.9208686;0.04201;0.04201
0.06528999999999999;0.04201;0.04201
0.50425;0.5599166666666665;0.48433333333333317
2.833474;12;12
0.06819999999999998;3.8431878;3.8926275
0.4505833333333332;0.044919999999999995;0.044919999999999995
2.7063713;0.044919999999999995;0.044919999999999995
0.07110999999999998;0.4783333333333334;0.4760000000000001
0.4692499999999999;13;13
2.61558;3.657182;3.7347574
0.07401999999999999;0.04782999999999999;0.04782999999999999
0.4156666666666666;0.04782999999999999;0.04782999999999999
2.5318446;0.4265;0.5562499999999999
0.07692999999999998;14;14
0.4410833333333334;3.5406682;3.5818167
2.4355233;0.05073999999999999;0.05073999999999999
0.07983999999999998;0.05073999999999999;0.05073999999999999
0.3655833333333333;0.43424999999999997;0.4867499999999999
2.3463998;15;15
0.08274999999999998;3.3805542;3.4078004
0.40350000000000025;0.053649999999999996;0.053649999999999996
2.29313;0.053649999999999996;0.053649999999999996
0.08565999999999997;0.46483333333333327;0.52925
0.44666666666666666;16;16
2.246336;3.2734942;3.3117874
0.08856999999999998;0.05655999999999999;0.05655999999999999
0.3728333333333333;0.05655999999999999;0.05655999999999999
2.174108;0.4293333333333333;0.48966666666666664
0.09147999999999998;17;17
0.34349999999999997;3.123213;3.1819124
2.1306007;0.05946999999999999;0.05946999999999999
0.09438999999999997;0.05946999999999999;0.05946999999999999
